,0
2958,NOZZLE BLOCK BLK MACH A24-28
2959,NOZZLE BLOCK BLANK A24-28 EXT
2960,PIPING FLG LEAK OFF/FLG DRAINS 24-28 HP2
2961,FLANGE WNK .75-600RF03 SC160 FST
2962,FLANGE WNK .75-300RF03 SCH160 FST
2963,FLANGE SOC 1-150RF FST 125 SER
2964,PIPING OIL FEED 24 LUFKN 4TH WNK FLG SST
2965,TEE UNION SWG .75T SST
2966,DRAINS 4 CVB 202 03 .75-600 WNK
2967,PIPING OIL DRN A24 LH 4TH GOV END
2968,TEE ASSEMBLY THERMOWELL 1.50 316 SST
2969,TEE SOC 1.50 3000# 316 SST
2970,ADAPTER THERMOWELL 316 SST
2971,ROUND STK 2.00 316 SST
2972,ELBOW SOC 1.00 X 90 3000#    316SST
2973,ELBOW SOC 1.00 X 45 3000# 316 SST
2974,FLANGE SOC 1.00-150RF SC80 SST 316
2975,NIPPLE 1.00 X 2.00 TOE SC80 SST SEAMLESS
2976,INSERT RED SOC 1.50 X 1.00    316SST
2977,THERMOWELL ASH 75W0250ST260S  316SST
2978,SUPPORT FD HDR 24 HP2 202 26.0 CL
2979,RHMS 1/4-20 X .50
2980,SUPPORT-PIPE FEED HDR PPG.
2981,FLANGE COVER 4-600/10-300
2982,HHCS 1-8UNC-2A X 3.25 GR5
2983,CVB 4.0 DD 201-202 6PT 585 ACT MP
2984,"ACTUATOR MTG 4""6PT 585CR 50 RLH-23E HVY"
2985,SPRING PIN .375 X 1.50 STL
2986,BRACKET ACTUATOR 4CVB 585CR SIZE 50
2987,CONNECTOR STEM ACTUATOR
2988,VALVE BODY CVB4 201/202 WCB 03 MP
2989,"BDY VLV COMBO 4"" WCB MPI SA3813"
2990,COLLAR O/S TRIP 30T KEYPHASOR
2991,TURBINE A24-28 HIP2 151-300
2992,HHCS 1/2-13UNC-2A X 3.00 GR5
2993,BASEPLATE RLHA24 WITH GEARBOX
2994,U-BOLT W/NUTS 1.0-PIPE 5/16-18
2995,U-BOLT W/NUTS .75-PIPE  567U
2996,HHCS 1/2-13UNC-2A X 1.00 GR5
2997,HHCS 3/8-16 X 1.0 STL-ZC
2998,"LOCKWASHER SPG 1""  STL-ZC"
2999,BASEPLATE A24-28 WITH GEAR REDUCER
3000,4PC A24 LH 202 HP2 300RF03 4.0 B7 MP S/F
3001,3PC A24-28 LH 202 4X10 HP2 300RF03 MP
3002,CASING A24-28 LH 202 4X10 HP2 WCB MP
3003,SHCS 1-8UNC-2A X 3.50 B7
3004,SHCS 1-8UNC-2A X 5.00 B7
3005,CASING INL A24-28 4 HP2 WCB MPI
3006,"CSG INL 24/28 3"",4"" HP2 151-300 WCB MPI"
3007,CASING EXH A24-28 LH HP2 WCB MPI
3008,CSG EXH 24/28 LH HP2 151-300 WCB MP
3009,SHCS 1-8UNC-2A X 4.50 B7
3010,SHCS 1-8UNC-2A X 6.50 B7
3011,COVER A24-28 HP2 WCB MPI
3012,COV 24/28 HP2 151-300 WCB MPI
3013,ASCO SOLENOID 90-140VDC D-ENRGZ NC
3014,"SENTINEL WARNING VLV SST 300 PSIG  3/4"""
3015,LAGGING BLANKET 24 LH 4CVB HP2
3016,TRIVENI GEAR REDUCER MODEL HSG 160
3017,"FISHER ACTUATOR 585CR-50 3621 1.18"" STRK"
3018,Assembly 04H7142
3019,HOUSING MTG DD SOL TRIP DUAL TOP/BOT NP
3020,ROTOR  W 24 CCW .75 HP2
3021,SHAFT ASSY A24-28 FLT HP2 4140
3022,SHAFT A24-A28 FLT HP2 4140
3023,WHEEL CCW BROACHED 3/4
3024,BLADE-RH-0.9375
3025,NOZZLE BLK CCW CPB EXT[13] 161 SS 4H7142
3026,NOZZLE BLOCK  A24 CCW EXT CPB  SST
3027,NOZZLE BLOCK BLK MACH A24-28 EXT
3028,RLHA24 LUBE OIL RH CASCON - FT2871 HIP2
3029,ORIFICE ASSY 1/16 SST
3030,NIPPLE .50 X 1.50 SC80 SST
3031,ELBOW NPT 1 x 90 150# SST
3032,ELBOW F SWG 90 .75T X .50P SST
3033,TEE BR SWG 3/8T X 1/4P SST SS-6-0-0-3TTF
3034,CONN M SWG 1.0T X 1.0P SST
3035,CONN F SWG 3/8T X 1/2NPT SST SS-600-7-8
3036,NIPPLE .50 X 3.0 SC40 SST
3037,NIPPLE 1 CLOSE SC40 SST
3038,"NIPPLE 1"" NPT SHORT SCH40 SST"
3039,NIPPLE 1 X 2.50 SC40 SST
3040,NIPPLE 1/4 X 2.25 SCH40 SST
3041,NIPPLE 1/2 X 5.00 SCH40 SST
3042,BRACKET MTG LUBE TANK H24 HP2 RH
3043,LEAKOFF CVB6 FLG 202 150RF 03
3044,NIPPLE 1/2 X 1.50 SC80 TOE
3045,FLANGE COVER 6-600 10-300
3046,HHCS 1-8UNC-2A X 3.50 GR5
3047,DRAINS 202 CVB6 FLGD 125 S
3048,FLG COV HP2 151-300 1.00 LG TERM STOR
3049,FLANGE BLIND 1.00-150RF FST
3050,GASKET FLG INL 1-250#FF 12
3051,CVB6 A24 202 585CR ACT 9PT CL6 SST SLEV
3052,GASKET SPL WND CG-6P-347 SS
3053,GASKET SPL WND R1-6N 347SS SPEC O.D.
3054,GASKET SPL WND 8.0-600 R1-6Q 347SS
3055,HHCS 1-8UNC-2A X 3.62 B16
3056,HHCS 1-8UNC-2A X 3.75 B16
3057,HHCS 1-8UNC-2A X 4.25 B16
3058,STUD 1-8X4.75 B16
3059,THROTTLE VALVE BONNET 24 6CVB SA387
3060,BONNET BLANK 24 CVB6 SA387
3061,FISHER MTG BRACKET 585 6CVB
3062,CONNECTOR STEM RLHA
3063,BODY 6CVB SS 201-202 600RF 03 W/SST SLVE
3064,VALVE BODY 6CVB 202 WC6 125 AARH
3065,"BDY VLV COMBO 6"" WC6"
3066,HARDWARE SECTOR 24/28 2PC 202 CPB B16
3067,4PC 24 RH 6.0 151/300 CL6 CPB W/ DRN S/F
3068,3PC 24-28 6 RH RF03 HP2 WC6 CPB WLD DRN
3069,2PC A24 RH 6X10 HP2  WC6 CPB  WLD DRNS
3070,CASING INL 24-28 6 HP2 CPB WC6  WLD DRNS
3071,CASING INL 24-28 HP2 WC6 CPB
3072,CASING INL 24-28 HP2 WC6
3073,CSG EXH A24-28 RH HP2 WC6  WLD DRN
3074,CSG EXH A24-28 RH HP2 WC6  WLD DRNS
3075,CASING EXH  A24-28 RH HP2 WC6
3076,COVER A24-28 HP2 WC6
3077,COV 24/28 HP2 151-300 WC6
3078,LAGGING BLANKET 24 RH 6CVB HP2
3079,"FISHER ACTUATOR 585CR-50 3621 2.00"" STRK"
3080,SECTOR ASSY 3/4 NOZ CPB
3081,Assembly 04H7169
3082,BRG HSG INL KGBY 6B .50RTD .50VIB CUTOUT
3083,BEARING HSG A24-28 INL KGBY 6B W/CUTOUT
3084,CAP BEARING HOUSING INL 24-28
3085,CP BRGHSG INL KGSBRY A3206F CI
3086,SECTOR ASSY 24 .56 NOZ
3087,SCTR B/MCH 24 87DEG SPNC
3088,SCTR RING MACH SPNC 28
3089,SHROUD BAND SECTOR 24 BRCH
3090,MTG HSG DD (2)5/8 1/2NPT KEYPH SOL O/SET
3091,BRACKET KEYPHASOR 1/2NPT OFFSET
3092,ROTOR W24 CCW .56  KBY B-D
3093,SHAFT A24-A28  B-D KBY 4140
3094,KEY WDF 9
3095,SHAFT MACHINING A24-A28 FLT B-D KBY 4140
3096,KEY .38 X .75 28
3097,NOZZLE BLK 04H7169 24 CCW .56NOZ SST
3098,NOZ NO-246 EXP-1.44
3099,NOZ BLK B/MCH 24/28 INS/DRILLED SST 410
3100,"NOZ BLK BLANK 28 ASTM A240 TYPE 410,430"
3101,KINGSBURY BRG 24 CCWTURB CWBRG KEYPH
3102,BEARING HOUSING KGBY (CCW TURB)
3103,BEARING HOUSING LOWER KGBY 28
3104,HSG BRG LOW KGBY A6351 C.I.
3105,BEARING HOUSING UPPER KGBY 28
3106,HSG BRG UPR KGBY A6352 C.I.
3107,HANDLE ASSY SUPPORT KGBY
3108,HANDLE SUPPORT KGBY
3109,SEAL RING KINGSBURY RLHA24-28
3110,SHCS 3/8-16UNRC-3A X 1.25
3111,SHCS 1/2-13UNRC-3A X 2.50
3112,KINGSBURY THRUST BEARING JHJ-5 CW [STD]
3113,SPACER KGSBY SPEC
3114,TBG RD 2.375 OD X 1.625 ID STL
3115,PIPING LEAK OFF GLAND A24-28
3116,NIPPLE 1 X 3 SC80 A106
3117,NIPPLE 1 X 4 SC80
3118,NIPPLE 1 X 7.50 SC80
3119,FLANGE SOC 1.00-150RF FST
3120,SOLENOID TRIP MICROSWITCH RLH
3121,BRACKET SOLENOID MICROSWITCH
3122,PIPING OIL DRAIN A24-28 API 4 RH KGBY SE
3123,TEE THERMOWELL 1.00
3124,TEE SOC 1.00 3000# SST 304L
3125,ADAPTER 3/4
3126,COUPLING NPT .75 3000# SST 304
3127,TEE SOC 2.00 3000#    304SST
3128,FLANGE SLP 2.00-150RF FST
3129,NIPPLE 1 X 1.50 SCH 40 TOE SEAMLESS
3130,NIPPLE 1 X 2.50 SCH 40 TOE SEAMLESS
3131,INSERT RED SOC 2.00 X 1.50    304SST
3132,SIGHT FLOW 1. SOC WELD SS
3133,ORIFICE .265 ID STNSTL 1.00OD
3134,PIPE 1.000 SCH 40 SST
3135,PIPE 2.000 SCH 40 SST
3136,PIPING OIL FEED 24 RH KGBY SHFT END API
3137,ORIFICE .187 DIA
3138,B/M SUPPORT FEED HEADER PIPING A24 202
3139,PIPE SUPPORT FEED HEADER RT SIDE RLHA24
3140,PIPE SUPPORT FEED HEADER LT SIDE RLHA24
3141,DRAINS VLVD 3PC 24-28 202 CVB3-4-6
3142,CVB6 A24-28 202 KBY 585CR ACTR 6PT
3143,LINKAGE RESET 3-4-6 CVB KBY
3144,LEVER SHAFT S/T COMBO TRIP
3145,LEVER CLAPPER S/T COMBO TRIP
3146,TURBINE RLHA24-28 STD KBY DD/GD
3147,LIMIT SWITCH LSX R4L-5A DPDT EXP PRF
3148,"RTD DUAL ELEMENT EXT 9.5"" XP HEAD 24-28"
3149,ADAPTER VIB PROBE 3300 8MM 1/2 NPT
3150,CONTROL TRANSFORMER 220/120VAC W/ J BOX
3151,Assembly 04H7191
3152,ROTOR  W19 CCW .44N0Z  SHP 4140 SFT
3153,WHEEL CCW NOZ 7/16 BROACHED
3154,"NOZ BLK 04H7190,91 19 CCW .44 CL5"
3155,NOZZLE .44 NO 217 EXP 2.26
3156,BLOCK NOZZLE BOLT MACH SA387 NON CPB
3157,BLANK NOZ BLOCK SA387
3158,BRACKET AND SUNSHADE TACHTROL 3 TURB MTD
3159,SUNSHADE TACHTROL 3 TURB MTD
3160,BRACKET TACHTROL 3 TURB MTD SUNSHADE
3161,RLHA19 LUBE OIL SYS LH CASCON - FT3088
3162,NIPPLE 1/2 X 6      SC40
3163,DRAINS VLVD 3PC H19 CL5 WC6-WCB WLD DRN
3164,GASKET SPL WND .75-600 CG-6C 347SST
3165,STUD 0.62-11 X 3.75 B7 A193 4140
3166,LEAKOFFS CVB3 FLGD 201-202 H19 .50-150RF
3167,DRAINS VLVD CVB3 CL5 .75-600RF03
3168,GLAND HOUSING MTG 19 CL5 & 6 TEMP >750F
3169,GLAND HOUSING 19 B7 DI HIGH TEMP
3170,GLAND HOUSING ASSY 19
3171,DOWEL PIN .375 X 1.00 STL
3172,HOUSING GLD LOW RLH19
3173,HSGGLD LOW19 A4624 A395 DUCTIL
3174,CAP GLD HOUSING RLH19
3175,CAP GLD HSG19 A4625 A395 DUCTL
3176,CVB 2X3 19-28 202 TG 4 PORT CL5 CASCON
3177,LINKAGE CVB 2X3 DD TG13-17 CASCON
3178,VALVE BODY 3.00 CVB 202 WC6
3179,"BDY VLV COMBO 3"" WC6 SA4426A"
3180,CUP VALVE CAGE 2X3CVB 4PORT
3181,CAGE CUP 2IN 4PT SA5640A CA15 RC 26-32
3182,TURBINE 19 CCW DD/GD CLASS 5 & 6
3183,CARBON RING A19 2.25 ID CL 75
3184,4PC 19 LH 150RF03 WC6INL/WCBEXH W/DRN SF
3185,3PC A19 LH 202 150RF03 WC6/WCB WLD DRN
3186,2PC A19 LH 202 150 4.0 WC6/WCB WLD DRN
3187,CASING INL A19  WC6  WLD DRN
3188,NIPPLE .75 X 8.00 LG TOE SC160 STL
3189,NIPPLE .75 X 2.75 LG TOE SC160
3190,CASING INL H19 WC6 WELDED DRAINS
3191,CSG INL 19 HP2 WC6 SA5057B
3192,CASING EXH 19 LH WCB
3193,WDWD GOVERNOR TG17 CCW 2401-4000
3194,LIMIT SWITCH LSX R3K-5A SPDT EXP PRF
3195,LAGGING BLANKET 3CVB
3196,ASCO SOLENOID 24VDC ENRGZ EFX8015A201
3197,CIRC LUBE LH FT3088 [ATTACHED] H19/24/28
3198,"TACHTROL 3 WTHRPRF 2.75"" P/U 240VAC/24V"
3199,Assembly 04H7237
3200,ROTOR  W19 CCW .44N0Z
3201,NOZZLE BLOCK 04H7237 CCW 19 .44
3202,NOZZLE .44 NO 223 EXP 1.13
3203,CVB 2X3 19-28 202 TG 3 PORT
3204,CUP VALVE CAGE 2X3CVB 3PORT
3205,CAGE CUP 2IN 3PT SA5640B CA15 RC 26-32
3206,4PC 19 LH 201 4X8 125FF00 S/FACE
3207,3PC 19 LH 201 4X8 125FF00
3208,CASING 19 LH 4X8 201 2PC
3209,Assembly 04H7311
3210,ROTOR  A28 CW CMTR-.56 B-D 4140 UT CMTR
3211,SHAFT ASSY A28 DUAL EXT B-D 4140 CMTR UT
3212,KEY SQ .50SQ X 2.50LG STL
3213,SHAFT MACH A28 4140 CMTR UT B-D DUAL EXT
3214,WHEEL ASSY BROACHED UT 9/16-CMTR
3215,WHEEL BLADING ROW 2 NOZ 9/16 CMTR
3216,BUCKET BRO.56 MUR/ROOT 2ND 403SST CMTR
3217,BKT STOCK SPNC 403 CMTR
3218,WHEEL BLADING ROW 1 NOZ 9/16 CMTR
3219,WHEEL MACHINING UT 9/16 CMTR  BROACHED
3220,NOZZLE BLOCK 04H7311 28 CW .56 EXT
3221,NOZ NO-240 EXP-2.25
3222,BLOCK NOZZLE B/MACH 28 CW EXT
3223,NOZ BLK RING 28 EXT
3224,NOZZLE BLOCK BLANK 28 EXT 1020 STL
3225,PIPING LEAK OFF GLD A24-28 FLGD SPCL LPI
3226,NIPPLE 1 X 3 1/2 SC80
3227,NIPPLE 1 X 5 SC80
3228,PIPE 1.000 SCH 80 STL
3229,FLANGED STEAM TRAP RLH .75-600RF 3-VLV
3230,FLANGED STEAM TRAP RLH .75-150RF 3-VLV
3231,DRAINS FLGD 3PC 24-28 202 PR GAUGE LPI
3232,NIPPLE 3/4 X 1.38 SC160 TOE
3233,DRAINS FLGD CVB4 202 .75-600RF03 LPI SPC
3234,LEAKOFF CVB4 FLGD 202 SPCL LPI
3235,PIPING OIL DRN A24  LH 2 FLG 1.5 TEE LPI
3236,FLANGE SOC 1.50-150RF 316 SST SC80
3237,STEEL LAGGING RH/LH 24-28
3238,LAGG ASSY 24 COV STL
3239,LAGG JACK H24 COVER
3240,LAGG ASSY 28 HDVLV STL
3241,LAG JKT 28 HDVLV
3242,LAGG ASSY 28 INL STL
3243,LAG JKT 28 INL
3244,LAGG ASSY 24 EXH PANEL STL
3245,PANEL LAG EXH 28
3246,FLANGE COVER RLHA24-28 4-600 10-150
3247,CVB 4.0 DD 202 6PT 585 ACT NO CLP MP/NWR
3248,STUD 7/8-9UNC-2A X 6.75 LG B7
3249,BODY CVB 4.0-600RF03 WCB NO CLPR MPI NWR
3250,HOUSING 30T SIG GR DBLE EXT SHFT AXIAL
3251,SHSS CUP 1/4-20 X .62 STL
3252,HSG SIGNAL GEAR RLH DBL SHFT EXT 5 PU/KE
3253,CLOSE OFF PLATE SIGNAL GR HSG AXIAL PROB
3254,SIGNAL GEAR 30T DBLE EXT SHFT AXIAL KEYP
3255,BLANK SIGNAL GEAR 30T DBL SHFT EXT AXIAL
3256,"FLANGES, GASKETS & HARDWARE .75-600RF WN"
3257,TURBINE RLHA24-28 5001 RPM LOW/LOW
3258,JOURNAL BEARING HIGH SPEED
3259,4PC A24 LH 202 150RF03 4.0 B7 MP/NWR SF
3260,3PC 24-28 LH 202 WCB 4X10 150RF03 MP NWR
3261,2PC A24-28 LH 202 150 4.0 WCB MP NWR
3262,CASING INL A24-A28 202 4.0 MPI NWR
3263,"CSG INL 24/8 3,4"" 0-150WCB MPI SA3195MAR"
3264,CASING EXH A24-28 LH 10-150 WCB MPI NWR
3265,CSG EXH 24/28 LH 0-105 WCB MPI SA3777MA
3266,COVER A24-28 WCB 202 MP NWR
3267,COV 24/28 0-105 WCB MPI SA3198MA
3268,MAG PICKUP AIRPAX 70085-1010-329 ATEX
3269,"RTD DUAL ELEM ROSEMOUNT 6.0"" EXT 3144P"
3270,PROXIMITY PROBES B-N 3300 8MM DIN RAIL
3271,3300 XL PROXIMITOR 5.0 M DIN-RAIL MOUNT
3272,3300 XL 8 mm PROBE  W/  HSG & CABLE ONLY
3273,3300 XL 8 mm PROBE  W/  CABLE ONLY AXIAL
3274,FORCED FEED LUBE SYS API 611 4th ED
3275,"THERMOMETER 5"" 0-250 F DUAL SCALE WIKA"
3276,"PRESS GAUGE 4.5"" 0-800 PSI & KPa, WIKA"
3277,"SHIM SET PDSTL 4CVB FLEXPLATE  0.25"" 24"
3278,GEAR REDUCER LUFKIN N1002C
3279,GEAR REDUCER LUFKIN N600C
3280,"FISHER ACTUATOR 585CR-50 DVC 1.18"" STRK"
3281,"VALVE TRIP 4"" FISHER BUTTERFLY VLV"
3282,SECTOR ASSY 9/16 NOZ CMTR
3283,SECTOR BLADING 9/16 NOZ CMTR
3284,Assembly 04T7074
3285,HOUSING MTG DD 3 PU SOL TRIP/MS NP
3286,MOUNTING HOUSING 3 PU SOL TRIP
3287,ROTOR 23EH CCW DI WHL/ 6R CMTR  2726RPM
3288,SHAFT 23EH 4140 2.62DIA 6 RING CMTR
3289,WHEEL ASSY 23E CCW  450SS BKT PMI  B BKT
3290,BKT BRO B SECTION 0.875 450 SST PMI
3291,BUCKET BRO 5/8 450SS .625 LG PMI
3292,BKT STOCK WIDE SECT A 450SS PMI // ***MUST BE PICKED FROM STOCKROOM***
3293,SHROUD BAND WHEEL W OT 1RW .444 450SST
3294,SHROUD BAND WHEEL W OT 1RW .444 450 SST
3295,SHROUD BAND WHEEL A23 2RW .449 450 SST
3296,WHL TURB 23E
3297,RING SHRINK RLA23L HEAVY SHAFT
3298,COVER 04T7074 WC6 23E CCW NWR
3299,COV TURB 23E WC6 NWR
3300,LEAKOFF GLD HSG 23E FLGD 150RF03 STL LAG
3301,NIPPLE 1/2 X 3 SC80 TOE
3302,PIPING 23E WTR VLV .50-150RF03 SST PIPE
3303,NIPPLE 1/2 X 6.00 SC80 316SS
3304,NIPPLE .50 X 3.75 SC80 TOE 316SST
3305,NIPPLE .50 X 7.00 SC80 316SST
3306,NIPPLE .50 X 10.00 SC80 316SST
3307,NIPPLE 1/2 X 15.50 SCH80 316 SST
3308,STEEL LAGGING RH 23E 4.0 CVB
3309,LAGGING ASSY 23E RH STL COMBO
3310,NIPPLE 3/4 X 6 SC80 A106
3311,HHCS 5/16-18UNC-2A X .88 GR5
3312,DRAINS VLVD CVB4 202 03
3313,TURBINE  23EH 0-105 DD HVY SFT
3314,CVB4 23E WC6 4PT FISHER 585 NWR 3PU
3315,VALVE & STEM ASSY 4.0 CVB ACT
3316,STEM CUP VALVE 0.44 4CVB ACT
3317,LINKAGE COMBO III DIR DRIVE 3 PICKUP
3318,BLOCK STEM 3CVB RLHA
3319,VALVE BODY CVB4 201/202 125AARH WC6 NWR
3320,ROTATION 23E 202 CCW 5PC 450SS BKT PMI
3321,SECTOR ASSY 23E CCW 1PC 450SS BKT PMI
3322,SECTOR ASSY A/V22-23E CCW BKT 450SS PMI
3323,BKT BRO W 0.750 S 450 SST PMI
3324,SHROUD BAND SECTOR  450 SST
3325,SECTOR ASSY 23E CCW 2PC 450SS BKT PMI
3326,SECTOR ASSY 23E CCW 3PC 450SS BKT PMI
3327,SECTOR ASSY 23E CCW 4PC 450SS BKT PMI
3328,SECTOR ASSY 23E CCW 5PC MACH 450SS BKT
3329,SECTOR ASSY A/V23E CCW 450SS BKT PMI
3330,LUBRICATION TRICOS 23EH W/THERM
3331,STEAM TRAP SARCO TD62 1/2 NPT
3332,ASCO SOLENOID 48VDC D-ENRGZ N/C
3333,CASING 23E RH CCW  WCB 150RF  ST LAG NWR
3334,CASING EXH 22-23 RH 202 150 FLG NWR
3335,Assembly 04T7152R
3336,MOUNTING HOUSING RLA23E DD
3337,ROTOR ASSY 23E CW    5203 RPM
3338,Z SHAFT ASSY 23E 4140 HT USE 06
3339,SHAFT 23E
3340,WHEEL ASSY 22-23E CW 403 BRO 4140
3341,"LINKAGE 23E CVB4 DD TG13-17 2,3,4PT"
3342,SLEEVE CLAPPER DISC 4.00    416 SS
3343,ROUND STK 5.500 SST
3344,BEARING HOUSING CASING END 23E
3345,RL23E LH CW 201
3346,FOR CUSTOMER MATERIAL
3347,Assembly 04T7185
3348,"COVER 04T7185,86 20L CCW 200"
3349,LUFKIN GEAR REDUCER S600D
3350,CASING 20L RH CCW 200-201 125FF00 JCKSCR
3351,CASING 20 RH
3352,CSG A20L RH 150# CI  B20TF1FXB
3353,Assembly 04T7221
3354,THROTTLE V12M .88 201-202
3355,THRT VALVE BODY ASSY 12 202 0.88 600RF
3356,THRT VLV BODY ASSY 12 202 0.88 SOC WLD
3357,ROTOR ASSY V12L/M STD CCW
3358,SHAFT ASSY V12L 182-286VP 4140HT  INPRO
3359,SHAFT TURB 182-286VP/182-215HP
3360,ROUND STK 1.750 CDS
3361,COVER 04T7221 12M 202 CCW
3362,NOZZLE 13 9 20
3363,O/S TRIP 201/2 600RF .75 RLVA12M
3364,CONN ROD 1/2-20 X 4.62
3365,HOUSING MTG RLVA12M-12L
3366,RETAINING RING TRUARC N5002-187
3367,RETAINER SEAL MTG HSG
3368,MOUNTING HOUSING VERT
3369,THROTTLE LEAK-OFF RLVA12L-12M
3370,ROTATION 12L/M 201CCW
3371,TURBINE 202 0-105PSI A&C THR RLVA12L-12M
3372,IMPELLER V09-12 1.50ID BRONZE
3373,BUSHING RED NPT .75 X .50 WI
3374,HHCS 12/24 X .50
3375,SHSS 5/16-24 X .38 SSTL
3376,SHSS CUP 1/4-20 X .75 SS
3377,SHIM .002IN THICK
3378,SHIM .003IN THICK
3379,SHIM .005IN THICK
3380,WASHER PLATE TFV 9 12
3381,PLATE WASH 1 1/8
3382,O RING PACKING V9 12
3383,THROW RING V12 1.50ID SKT BRZ
3384,ROUND STK 4.250 BRZ
3385,WASHER PLATE THROW RING V12
3386,HSG BRG 4832 X C.I. A48 CL30 C08921
3387,ENCLOSURE BEARING HOUSING 2
3388,ENCL BRG HSG 4831 X CI A48 CL30 D10639
3389,BEARING C OR D THRUST RLVA12M-L
3390,BALL BEARING SKF 7307 BECBY
3391,YOKE W/FLANGE V12 202 C THR
3392,YOKE W/FLG V12M-L 201-202    4816X
3393,YOKE COVER END V12M-L WATER COOLED
3394,YOKE RLV12 A3138 CI A48 CL30
3395,CASING V12 CCW 200 125FF/00
3396,CSG V12 A2013
3397,CSG V12M/V12L 150# CI
3398,Assembly 04T7264R
3399,THROW RING ASSY 16-20L 2.1 BRZ
3400,SHCS 1/4-20UNRC-3A X .88
3401,RING THROW SPLIT 3.37 O.D.
3402,O/S TRIP 16L 1.50-250FF 200
3403,HOUSING MTG RLA16-23L DD
3404,THROTTLE 200 1.25 VLV 250FF DD
3405,BALL BEARING SKF 5312/C3
3406,SEAL RING 2.88ID X 3.50OD X .345TK
3407,BEARING HOUSING 16/20 CASING ORL 5312
3408,HSG BRG 16/20 B7222
3409,YOKE T 16 20
3410,YOKE T16-20 4117 X A  (NO PATTERN)
3411,BEARING HOUSING ENCLOSURE -CASING 22
3412,Assembly 05H7334
3413,HSG BRG A24 INL 6BHP2 .50VIB/.50RTD W/CO
3414,HSG BRG A24 INL 6B HP2 TPR PIN W/CUTOUT
3415,HSG BRG EXH A24 TPRPIN FOL .50RTD .50VP
3416,ROTOR W24 CW .56 MILLED HP2 B-D SHAFT
3417,SHAFT ASSY A24 HP2 FLT 4140HT B&D
3418,SHAFT A24 HP2 FLAT 4140HT
3419,WHEEL ASSY MILLED 9/16
3420,"NOZZLE BLOCK 05H7333,34 24 CW .56"
3421,NOZ NO-250 EXP-1.00 .56
3422,HOUSING SEAL LABY 24-28 HP2
3423,PIPING LEAK OFF LABY SEAL HP2
3424,NIPPLE 3/4 X 1.38 CLOSE SC160
3425,NIPPLE 1 X 2.50 SC80 SC80
3426,PIPE LEAKOFF INL 24-28 HP2
3427,PIPE LEAKOFF EXH 24-28 HP2
3428,PIPING OIL FEED 24 API3 STUB 2FLG SLP
3429,PIPING OIL DRAIN 24-28 6CVB API3 RH 2FLG
3430,NIPPLE 1 X 2.50 TOE SC80 SST SEAMLESS
3431,NIPPLE 1 X 1.50 TOE SC80 SST SEAMLESS
3432,4PC A24 RH 202 151-300 300RF03 6.0 B7 SF
3433,3PC A24 RH 202 HP2 300RF03 6.0 B7 WCB
3434,2PC A24 HP2 RH 202 300RF03 6.0 WCB
3435,CASING INL A24-28 6 HP2 WCB
3436,"CSG INL 24/28 6"" HP2 151-300 WCB"
3437,CASING EXH A24-28 RH HP2 WCB
3438,CSG EXH 24/28 RH HP2 151-300 WCB
3439,COVER A24-28 HP2 WCB
3440,COV 24/28 HP2 151-300 WCB
3441,SEALANT STEAM JOINT COPALTITE LIQ 5 oz
3442,ASCO SOLENOID 110VAC D-ENRGZ
3443,"VALTEK 50  ACTUATOR 2.00"" STRK 4-20MA"
3444,RTD CONAX DUAL ELEM  XP .50NPT EXT. CSA
3445,LUFKIN GEAR REDUCER NM1400C
3446,Assembly 05H7359
3447,RTR W19 CCW .44 TUNGSTEN SPRY MP SFT/WHL
3448,SHAFT ASSY 19 TUNGSTEN METAL SPRAY MPI
3449,SHAFT 19 TUNGSTEN METAL SPRAY
3450,WHEEL CCW NOZ 7/16 BROACHED MP
3451,WHEEL MACHINING NOZ 7/16 BROACHED MP
3452,WHEEL BLANK H19 STD. 4340 FORGED MP
3453,NOZ BLK 05H7359 19 CCW .44 CL5
3454,RLHA19 LUBE OIL SYS RH CAS - FT2871 LAGG
3455,ELBOW M SWG 90 .75T X .75P SST
3456,CONN M SWG .75T X .50P SST
3457,TEE NPT .50 150# SST
3458,CONN M SWG .75T X 1.OP SST
3459,ELBOW F PKR NPT .75 X 90 SST
3460,CONN M SWG 1.0T X .75P SST  SS-1610-1-12
3461,TEE BR SWG 1/2T X 1/4P SST SS-810-3-4TTF
3462,NIPPLE CLOSE 3/4 SC40 SST
3463,NIPPLE 1/4 X 3.50 SC40 SST
3464,REDUCER BUSHING 1.00 X .50 SCH40 SST
3465,BRACKET MTG  LUBE TANK H19 RH BLKT LAGG
3466,SEALANT KIT
3467,GLASS BEAKER 50 ML
3468,CVB 1.00X3.00 DD WC6 CL5 H19-28 CASCON
3469,LINKAGE STAND ASSY 1.25X3CVB DD
3470,STD LINK A4449 A536 DUCTILE
3471,CAGE VALVE 1.00X3CVB
3472,CAGE VALVE 1.25X3CVB
3473,VALVE & STEM 1.00X3CVB
3474,SPRING PIN 1/8 X 1.50 SS
3475,STEM VALVE 1.25X3CVB .44DIA
3476,STOP VALVE 1.25X3CVB .44ID
3477,STOP VALVE 1.25X3CVB
3478,VALVE COLLAR
3479,TOE PIECE 1.25X3CVB
3480,THROTTLE VALVE SEAL BLOCK
3481,BEARING RLA COMBO VALVE
3482,ROD END SPM5 5/16-24
3483,SPRING COMP C-0720-055-1500S
